UF,Município, Limite de Gasto Prefeito 1º Turno , Limite de Gasto Prefeito 2º Turno , Limite de Gasto Vereador , Limite Contratação Prefeito , Limite Contratação Vereador , Eleitorado Apto 
AC,ACRELÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 95 , 48 , 9 506 
BA,BOA VISTA DO TUPIM, R$ 108 039,06 , R$ -   , R$ 13 576,77 , 135 , 68 , 13 516 
BA,BOM JESUS DA LAPA, R$ 293 925,70 , R$ -   , R$ 20 725,63 , 316 , 158 , 45 763 
BA,BOM JESUS DA SERRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 93 , 47 , 9 340 
BA,BONINAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 105 , 53 , 10 510 
BA,BONITO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 123 , 62 , 12 273 
BA,BOQUIRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 163 , 82 , 16 263 
BA,BOTUPORÃ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 99 , 50 , 9 858 
BA,BREJÕES, R$ 146 613,23 , R$ -   , R$ 10 803,91 , 115 , 58 , 11 462 
BA,BREJOLÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 82 , 41 , 8 171 
BA,BROTAS DE MACAÚBAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 92 , 46 , 9 200 
BA,BRUMADO, R$ 292 443,77 , R$ -   , R$ 46 681,24 , 318 , 159 , 47 845 
BA,BUERAREMA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 116 , 58 , 11 641 
BA,BURITIRAMA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 151 , 76 , 15 103 
BA,CAATIBA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 83 , 42 , 8 334 
BA,CABACEIRAS DO PARAGUAÇU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 108 , 54 , 10 803 
BA,CACHOEIRA, R$ 164 606,58 , R$ -   , R$ 10 803,91 , 253 , 127 , 25 313 
BA,CACULÉ, R$ 108 039,06 , R$ -   , R$ 14 895,24 , 163 , 82 , 16 304 
BA,CAEM, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 86 , 43 , 8 580 
BA,CAETANOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 100 , 50 , 9 985 
BA,CAETITÉ, R$ 531 467,90 , R$ -   , R$ 32 574,87 , 309 , 155 , 39 268 
BA,CAFARNAUM, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 133 , 67 , 13 347 
BA,CAIRU, R$ 234 082,16 , R$ -   , R$ 14 887,63 , 134 , 67 , 13 352 
BA,CALDEIRÃO GRANDE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 96 , 48 , 9 574 
BA,CAMACÃ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 181 , 91 , 18 115 
BA,CAMAÇARI, R$ 4 117 178,04 , R$ -   , R$ 214 842,78 , 428 , 214 , 158 125 
BA,CAMAMU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 254 , 127 , 25 352 
BA,CAMPO ALEGRE DE LOURDES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 226 , 113 , 22 588 
BA,CAMPO FORMOSO, R$ 556 877,75 , R$ -   , R$ 43 090,78 , 321 , 161 , 51 338 
BA,CANÁPOLIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 83 , 42 , 8 345 
BA,CANARANA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 179 , 90 , 17 941 
BA,CANAVIEIRAS, R$ 229 321,27 , R$ -   , R$ 18 026,33 , 211 , 106 , 21 113 
BA,CANDEAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 73 , 37 , 7 294 
BA,CANDEIAS, R$ 1 132 297,07 , R$ -   , R$ 54 446,31 , 331 , 166 , 61 488 
BA,CANDIBA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 108 , 54 , 10 771 
BA,CÂNDIDO SALES, R$ 108 039,06 , R$ -   , R$ 15 774,34 , 168 , 84 , 16 789 
BA,CANSANÇÃO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 270 , 135 , 27 016 
BA,CANUDOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 126 , 63 , 12 615 
BA,CAPELA DO ALTO ALEGRE, R$ 108 039,06 , R$ -   , R$ 15 771,52 , 94 , 47 , 9 401 
BA,CAPIM GROSSO, R$ 306 262,91 , R$ -   , R$ 15 092,68 , 224 , 112 , 22 439 
BA,CARAÍBAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 84 , 42 , 8 430 
BA,CARAVELAS, R$ 138 576,64 , R$ -   , R$ 10 803,91 , 143 , 72 , 14 330 
BA,CARDEAL DA SILVA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 76 , 38 , 7 597 
BA,CARINHANHA, R$ 153 834,81 , R$ -   , R$ 21 512,15 , 216 , 108 , 21 628 
BA,CASA NOVA, R$ 457 864,37 , R$ -   , R$ 37 336,00 , 321 , 161 , 51 131 
BA,CASTRO ALVES, R$ 229 572,46 , R$ -   , R$ 13 532,05 , 229 , 115 , 22 914 
BA,CATOLÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 35 , 18 , 3 511 
BA,CATU, R$ 411 469,09 , R$ -   , R$ 14 606,73 , 310 , 155 , 40 144 
BA,CATURAMA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 79 , 40 , 7 899 
BA,CENTRAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 132 , 66 , 13 184 
BA,CHORROCHÓ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 90 , 45 , 8 962 
BA,CÍCERO DANTAS, R$ 241 540,78 , R$ -   , R$ 25 290,24 , 252 , 126 , 25 188 
BA,CIPÓ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 136 , 68 , 13 562 
BA,COARACI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 171 , 86 , 17 051 
BA,COCOS, R$ 146 882,06 , R$ -   , R$ 10 803,91 , 142 , 71 , 14 178 
BA,CONCEIÇÃO DA FEIRA, R$ 153 820,61 , R$ -   , R$ 24 383,64 , 158 , 79 , 15 822 
BA,CONCEIÇÃO DO ALMEIDA, R$ 108 039,06 , R$ -   , R$ 13 773,37 , 151 , 76 , 15 122 
BA,CONCEIÇÃO DO COITÉ, R$ 318 477,21 , R$ -   , R$ 17 297,17 , 320 , 160 , 49 812 
BA,CONCEIÇÃO DO JACUÍPE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 234 , 117 , 23 447 
BA,CONDE, R$ 235 776,92 , R$ -   , R$ 10 803,91 , 175 , 88 , 17 485 
BA,CONDEÚBA, R$ 108 039,06 , R$ -   , R$ 19 701,63 , 155 , 78 , 15 501 
BA,CONTENDAS DO SINCORÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 38 , 19 , 3 796 
BA,CORAÇÃO DE MARIA, R$ 237 263,65 , R$ -   , R$ 14 592,68 , 209 , 105 , 20 949 
BA,CORDEIROS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 70 , 35 , 6 959 
BA,CORIBE, R$ 220 464,24 , R$ -   , R$ 10 803,91 , 117 , 59 , 11 656 
BA,CORONEL JOÃO SÁ, R$ 151 778,88 , R$ -   , R$ 10 803,91 , 141 , 71 , 14 138 
BA,CORRENTINA, R$ 196 438,72 , R$ -   , R$ 35 458,35 , 267 , 134 , 26 689 
BA,COTEGIPE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 115 , 58 , 11 453 
BA,CRAVOLÂNDIA, R$ 141 255,25 , R$ -   , R$ 10 803,91 , 45 , 23 , 4 477 
BA,CRISÓPOLIS, R$ 108 039,06 , R$ -   , R$ 19 295,86 , 171 , 86 , 17 088 
BA,CRISTÓPOLIS, R$ 271 568,47 , R$ -   , R$ 16 490,62 , 120 , 60 , 12 035 
BA,CRUZ DAS ALMAS, R$ 247 283,94 , R$ -   , R$ 39 325,80 , 314 , 157 , 43 520 
BA,CURAÇÁ, R$ 178 005,44 , R$ -   , R$ 14 206,91 , 252 , 126 , 25 186 
BA,DÁRIO MEIRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 71 , 36 , 7 149 
BA,DIAS D'ÁVILA, R$ 631 608,79 , R$ -   , R$ 138 735,82 , 317 , 159 , 46 577 
BA,DOM BASÍLIO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 100 , 50 , 9 982 
BA,DOM MACEDO COSTA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 37 , 19 , 3 665 
BA,ELÍSIO MEDRADO, R$ 108 039,06 , R$ -   , R$ 23 240,81 , 78 , 39 , 7 768 
BA,ENCRUZILHADA, R$ 142 334,54 , R$ -   , R$ 14 587,59 , 140 , 70 , 13 986 
BA,ENTRE RIOS, R$ 697 967,39 , R$ -   , R$ 16 590,81 , 302 , 151 , 31 728 
BA,ÉRICO CARDOSO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 93 , 47 , 9 270 
BA,ESPLANADA, R$ 108 039,06 , R$ -   , R$ 15 716,28 , 245 , 123 , 24 515 
BA,EUCLIDES DA CUNHA, R$ 587 032,38 , R$ -   , R$ 36 798,80 , 312 , 156 , 42 040 
BA,EUNÁPOLIS, R$ 223 157,43 , R$ -   , R$ 42 716,25 , 347 , 174 , 76 567 
BA,FÁTIMA, R$ 108 039,06 , R$ -   , R$ 15 323,58 , 153 , 77 , 15 269 
BA,FEIRA DA MATA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 51 , 26 , 5 083 
BA,FEIRA DE SANTANA, R$ 1 587 234,71 , R$ 476 170,41 , R$ 66 792,43 , 668 , 334 , 397 590 
BA,FILADÉLFIA, R$ 162 608,45 , R$ -   , R$ 10 803,91 , 141 , 71 , 14 142 
BA,FIRMINO ALVES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 49 , 25 , 4 892 
BA,FLORESTA AZUL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 77 , 39 , 7 660 
BA,FORMOSA DO RIO PRETO, R$ 248 706,45 , R$ -   , R$ 13 923,21 , 183 , 92 , 18 302 
BA,GANDU, R$ 329 527,68 , R$ -   , R$ 10 803,91 , 212 , 106 , 21 168 
BA,GAVIÃO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 423 
BA,GENTIO DO OURO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 89 , 45 , 8 895 
BA,GLÓRIA, R$ 278 341,59 , R$ -   , R$ 18 376,92 , 129 , 65 , 12 933 
BA,GONGOGI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 49 , 25 , 4 885 
BA,GOVERNADOR MANGABEIRA, R$ 108 039,06 , R$ -   , R$ 18 371,64 , 145 , 73 , 14 475 
BA,GUAJERU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 77 , 39 , 7 677 
BA,GUANAMBI, R$ 439 300,89 , R$ -   , R$ 63 912,96 , 330 , 165 , 60 408 
BA,GUARATINGA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 159 , 80 , 15 905 
BA,HELIÓPOLIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 122 , 61 , 12 211 
BA,IAÇU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 222 , 111 , 22 175 
BA,IBIASSUCÊ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 89 , 45 , 8 882 
BA,IBICARAÍ, R$ 253 785,45 , R$ -   , R$ 19 953,16 , 185 , 93 , 18 496 
BA,IBICOARA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 134 , 67 , 13 441 
BA,IBICUÍ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 110 , 55 , 11 041 
BA,IBIPEBA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 136 , 68 , 13 641 
BA,IBIPITANGA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 129 , 65 , 12 882 
BA,IBIQUERA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 35 , 18 , 3 543 
BA,IBIRAPITANGA, R$ 166 140,42 , R$ -   , R$ 10 803,91 , 146 , 73 , 14 551 
BA,IBIRAPUÃ, R$ 190 571,44 , R$ -   , R$ 10 803,91 , 69 , 35 , 6 935 
BA,IBIRATAIA, R$ 176 024,17 , R$ -   , R$ 10 803,91 , 138 , 69 , 13 808 
BA,IBITIARA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 116 , 58 , 11 611 
BA,IBITITÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 144 , 72 , 14 359 
BA,IBOTIRAMA, R$ 108 039,06 , R$ -   , R$ 31 881,99 , 188 , 94 , 18 840 
BA,ICHU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 53 , 27 , 5 289 
BA,IGAPORÃ, R$ 108 039,06 , R$ -   , R$ 13 750,92 , 113 , 57 , 11 307 
BA,IGRAPIÚNA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 105 , 53 , 10 515 
BA,IGUAÍ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 200 , 100 , 19 989 
BA,ILHÉUS, R$ 501 343,54 , R$ -   , R$ 96 623,90 , 405 , 203 , 135 424 
BA,INHAMBUPE, R$ 317 415,41 , R$ -   , R$ 19 503,73 , 255 , 128 , 25 502 
BA,IPECAETÁ, R$ 245 661,93 , R$ -   , R$ 10 803,91 , 138 , 69 , 13 759 
BA,IPIAÚ, R$ 461 522,39 , R$ -   , R$ 14 126,30 , 281 , 141 , 28 094 
BA,IPIRÁ, R$ 143 908,30 , R$ -   , R$ 10 803,91 , 316 , 158 , 46 069 
BA,IPUPIARA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 79 , 40 , 7 937 
BA,IRAJUBA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 49 , 25 , 4 877 
BA,IRAMAIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 92 , 46 , 9 205 
BA,IRAQUARA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 165 , 83 , 16 456 
BA,IRARÁ, R$ 209 731,32 , R$ -   , R$ 14 213,47 , 233 , 117 , 23 335 
BA,IRECÊ, R$ 176 835,03 , R$ -   , R$ 16 692,87 , 315 , 158 , 45 251 
BA,ITABELA, R$ 193 185,48 , R$ -   , R$ 10 803,91 , 227 , 114 , 22 667 
BA,ITABERABA, R$ 158 319,96 , R$ -   , R$ 20 670,94 , 312 , 156 , 41 981 
BA,ITABUNA, R$ 574 955,25 , R$ -   , R$ 48 655,80 , 420 , 210 , 150 221 
BA,ITACARÉ, R$ 197 278,60 , R$ -   , R$ 21 142,30 , 152 , 76 , 15 194 
BA,ITAETÉ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 104 , 52 , 10 417 
BA,ITAGI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 90 , 45 , 9 005 
BA,ITAGIBÁ, R$ 176 931,47 , R$ -   , R$ 10 803,91 , 103 , 52 , 10 254 
BA,ITAGIMIRIM, R$ 173 442,71 , R$ -   , R$ 10 803,91 , 65 , 33 , 6 479 
BA,ITAGUAÇU DA BAHIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 100 , 50 , 10 003 
BA,ITAJU DO COLÔNIA, R$ 108 039,06 , R$ -   , R$ 16 107,57 , 54 , 27 , 5 379 
BA,ITAJUÍPE, R$ 147 606,15 , R$ -   , R$ 10 803,91 , 177 , 89 , 17 662 
BA,ITAMARAJU, R$ 108 039,06 , R$ -   , R$ 36 984,98 , 314 , 157 , 43 686 
BA,ITAMARI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 69 , 35 , 6 867 
BA,ITAMBÉ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 188 , 94 , 18 808 
BA,ITANAGRA, R$ 161 897,30 , R$ -   , R$ 10 803,91 , 52 , 26 , 5 151 
BA,ITANHÉM, R$ 108 039,06 , R$ -   , R$ 14 489,69 , 161 , 81 , 16 063 
BA,ITAPARICA, R$ 136 109,42 , R$ -   , R$ 18 726,57 , 175 , 88 , 17 506 
BA,ITAPÉ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 97 , 49 , 9 663 
BA,ITAPEBI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 85 , 43 , 8 515 
BA,ITAPETINGA, R$ 139 534,96 , R$ -   , R$ 24 760,49 , 316 , 158 , 46 322 
BA,ITAPICURU, R$ 108 039,06 , R$ -   , R$ 16 118,51 , 237 , 119 , 23 709 
BA,ITAPITANGA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 69 , 35 , 6 915 
BA,ITAQUARA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 60 , 30 , 5 995 
BA,ITARANTIM, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 140 , 70 , 13 990 
BA,ITATIM, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 115 , 58 , 11 544 
BA,ITIRUÇU, R$ 176 779,80 , R$ -   , R$ 10 803,91 , 96 , 48 , 9 626 
BA,ITIÚBA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 291 , 146 , 29 093 
BA,ITORORÓ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 169 , 85 , 16 890 
BA,ITUAÇU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 145 , 73 , 14 505 
BA,ITUBERÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 198 , 99 , 19 796 
BA,IUIU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 85 , 43 , 8 542 
BA,JABORANDI, R$ 153 954,90 , R$ -   , R$ 10 803,91 , 80 , 40 , 8 001 
BA,JACARACI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 121 , 61 , 12 074 
BA,JACOBINA, R$ 270 411,65 , R$ -   , R$ 20 032,11 , 327 , 164 , 57 289 
BA,JAGUAQUARA, R$ 390 955,99 , R$ -   , R$ 20 017,94 , 301 , 151 , 30 923 
BA,JAGUARARI, R$ 108 039,06 , R$ -   , R$ 18 042,36 , 222 , 111 , 22 206 
BA,JAGUARIPE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 129 , 65 , 12 928 
BA,JANDAÍRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 85 , 43 , 8 476 
BA,JEQUIÉ, R$ 257 742,25 , R$ -   , R$ 32 913,02 , 380 , 190 , 109 526 
BA,JEREMOABO, R$ 146 375,03 , R$ -   , R$ 10 803,91 , 262 , 131 , 26 193 
BA,JIQUIRIÇÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 110 , 55 , 10 961 
BA,JITAÚNA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 110 , 55 , 10 973 
BA,JOÃO DOURADO, R$ 108 039,06 , R$ -   , R$ 13 970,02 , 177 , 89 , 17 681 
BA,JUAZEIRO, R$ 1 450 710,05 , R$ -   , R$ 60 861,36 , 416 , 208 , 146 385 
BA,JUCURUÇU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 85 , 43 , 8 493 
BA,JUSSARA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 125 , 63 , 12 491 
BA,JUSSARI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 52 , 26 , 5 222 
BA,JUSSIAPE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 67 , 34 , 6 715 
BA,LAFAIETE COUTINHO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 38 , 19 , 3 840 
BA,LAGOA REAL, R$ 108 039,06 , R$ -   , R$ 17 335,19 , 109 , 55 , 10 879 
BA,LAJE, R$ 108 039,06 , R$ -   , R$ 14 532,66 , 194 , 97 , 19 400 
BA,LAJEDÃO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 51 , 26 , 5 145 
BA,LAJEDINHO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 33 , 17 , 3 254 
BA,LAJEDO DO TABOCAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 63 , 32 , 6 333 
BA,LAMARÃO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 81 , 41 , 8 125 
BA,LAPÃO, R$ 108 039,06 , R$ -   , R$ 16 240,62 , 207 , 104 , 20 670 
BA,LAURO DE FREITAS, R$ 935 092,05 , R$ -   , R$ 140 449,30 , 389 , 195 , 118 561 
BA,LENÇÓIS, R$ 108 039,06 , R$ -   , R$ 13 479,86 , 75 , 38 , 7 454 
BA,LICÍNIO DE ALMEIDA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 93 , 47 , 9 324 
BA,LIVRAMENTO DE NOSSA SENHORA, R$ 144 771,18 , R$ -   , R$ 15 758,41 , 304 , 152 , 33 728 
BA,LUÍS EDUARDO MAGALHÃES, R$ 1 103 875,92 , R$ -   , R$ 38 980,82 , 317 , 159 , 46 518 
BA,MACAJUBA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 101 , 51 , 10 072 
BA,MACARANI, R$ 177 469,65 , R$ -   , R$ 16 509,43 , 139 , 70 , 13 940 
BA,MACAÚBAS, R$ 192 169,75 , R$ -   , R$ 14 981,26 , 304 , 152 , 34 266 
BA,MACURURÉ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 67 , 34 , 6 682 
BA,MADRE DE DEUS, R$ 272 489,44 , R$ -   , R$ 34 603,04 , 132 , 66 , 13 234 
BA,MAETINGA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 69 , 35 , 6 897 
BA,MAIQUINIQUE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 77 , 39 , 7 711 
BA,MAIRI, R$ 169 241,40 , R$ -   , R$ 16 301,03 , 147 , 74 , 14 695 
BA,MALHADA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 132 , 66 , 13 241 
BA,MALHADA DE PEDRAS, R$ 108 039,06 , R$ -   , R$ 19 123,11 , 75 , 38 , 7 536 
BA,MANOEL VITORINO, R$ 108 039,06 , R$ -   , R$ 14 720,87 , 124 , 62 , 12 355 
BA,MANSIDÃO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 101 , 51 , 10 131 
BA,MARACÁS, R$ 108 039,06 , R$ -   , R$ 17 718,90 , 210 , 105 , 21 030 
BA,MARAGOGIPE, R$ 266 868,42 , R$ -   , R$ 10 803,91 , 303 , 152 , 33 480 
BA,MARAÚ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 134 , 67 , 13 400 
BA,MARCIONÍLIO SOUZA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 80 , 40 , 7 984 
BA,MASCOTE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 95 , 48 , 9 514 
BA,MATA DE SÃO JOÃO, R$ 232 958,57 , R$ -   , R$ 23 238,78 , 307 , 154 , 36 595 
BA,MATINA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 93 , 47 , 9 331 
BA,MEDEIROS NETO, R$ 309 762,57 , R$ -   , R$ 17 610,71 , 182 , 91 , 18 174 
BA,MIGUEL CALMON, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 218 , 109 , 21 758 
BA,MILAGRES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 91 , 46 , 9 122 
BA,MIRANGABA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 121 , 61 , 12 091 
BA,MIRANTE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 77 , 39 , 7 661 
BA,MONTE SANTO, R$ 108 039,06 , R$ -   , R$ 15 189,26 , 313 , 157 , 43 025 
BA,MORPARÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 73 , 37 , 7 285 
BA,MORRO DO CHAPÉU, R$ 284 466,01 , R$ -   , R$ 23 595,48 , 236 , 118 , 23 557 
BA,MORTUGABA, R$ 108 039,06 , R$ -   , R$ 28 693,79 , 96 , 48 , 9 615 
BA,MUCUGÊ, R$ 108 039,06 , R$ -   , R$ 13 947,82 , 89 , 45 , 8 866 
BA,MUCURI, R$ 450 366,23 , R$ -   , R$ 69 543,26 , 276 , 138 , 27 631 
BA,MULUNGU DO MORRO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 97 , 49 , 9 704 
BA,MUNDO NOVO, R$ 138 836,03 , R$ -   , R$ 15 372,64 , 160 , 80 , 15 955 
BA,MUNIZ FERREIRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 74 , 37 , 7 371 
BA,MUQUÉM DO SÃO FRANCISCO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 93 , 47 , 9 348 
BA,MURITIBA, R$ 188 507,49 , R$ -   , R$ 10 803,91 , 195 , 98 , 19 485 
BA,MUTUÍPE, R$ 108 039,06 , R$ -   , R$ 14 864,20 , 182 , 91 , 18 164 
BA,NAZARÉ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 216 , 108 , 21 609 
BA,NILO PEÇANHA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 90 , 45 , 9 030 
BA,NORDESTINA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 106 , 53 , 10 554 
BA,NOVA CANAÃ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 126 , 63 , 12 580 
BA,NOVA FÁTIMA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 74 , 37 , 7 376 
BA,NOVA IBIÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 55 , 28 , 5 486 
BA,NOVA ITARANA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 57 , 29 , 5 669 
BA,NOVA REDENÇÃO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 62 , 31 , 6 205 
BA,NOVA SOURE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 201 , 101 , 20 118 
BA,NOVA VIÇOSA, R$ 278 130,72 , R$ -   , R$ 17 680,48 , 294 , 147 , 29 395 
BA,NOVO HORIZONTE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 86 , 43 , 8 603 
BA,NOVO TRIUNFO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 83 , 42 , 8 310 
BA,OLINDINA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 208 , 104 , 20 826 
BA,OLIVEIRA DOS BREJINHOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 168 , 84 , 16 809 
BA,OURIÇANGAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 71 , 36 , 7 080 
BA,OUROLÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 132 , 66 , 13 175 
BA,PALMAS DE MONTE ALTO, R$ 108 039,06 , R$ -   , R$ 16 049,61 , 172 , 86 , 17 207 
BA,PALMEIRAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 67 , 34 , 6 670 
BA,PARAMIRIM, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 165 , 83 , 16 549 
BA,PARATINGA, R$ 198 082,76 , R$ -   , R$ 33 567,38 , 220 , 110 , 21 980 
BA,PARIPIRANGA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 212 , 106 , 21 220 
BA,PAU BRASIL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 75 , 38 , 7 500 
BA,PAULO AFONSO, R$ 286 149,31 , R$ -   , R$ 34 082,36 , 350 , 175 , 79 759 
BA,PÉ DE SERRA, R$ 108 039,06 , R$ -   , R$ 23 955,97 , 113 , 57 , 11 255 
BA,PEDRÃO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 62 , 31 , 6 203 
BA,PEDRO ALEXANDRE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 96 , 48 , 9 559 
